636663/5457;21011;8
882824/9745;21011;8
722587/9181;20755;8
558701/4767;20755;8
852446/2784;21523;8
582519/6589;20563;8
998873/1634;20563;8
789518/7840;20691;8
279500/1875;20531;8
122200/5626;20531;8
942555/3169;20595;8
268402/6057;20723;8
660571/3035;20771;8
641446/4845;20835;8
797981/8082;20867;8
467630/2986;20867;8
575022/5964;21043;8
191744/2191;21043;8
993819/2476;21043;8
662392/8135;21043;8
990858/7057;21491;8
993536/1487;21491;8
508422/5371;21971;8
270191/2543;21971;8
677956/4698;20683;8
762168/7675;20891;8
740673/3355;20891;8
793589/9766;20891;8
144531/2148;20923;8
612663/9772;20923;8
838270/1009;21251;8
519889/5954;21251;8
405949/3191;21347;8
523379/6884;21347;8
163626/8374;21443;8
413890/5150;21731;8
592036/1876;21795;8
148759/5663;21915;8
900931/7012;20503;8
651709/6104;20503;8
597531/4029;20511;8
629462/2561;20567;8
944280/4412;20575;8
547869/5605;20591;8
572670/4023;20623;8
627451/9372;20719;8
620941/8550;20775;8
152374/1285;20831;8
454233/8078;20831;8
605903/3453;20839;8
100332/1669;20863;8
753924/7260;20951;8
427221/5638;20951;8
118545/3238;20983;8
361845/5604;20983;8
580325/3879;21051;8
769279/8368;21051;8
583342/2198;21131;8
360377/3783;21131;8
736900/5868;21131;8
299478/9035;21131;8
212293/3414;21163;8
423131/3921;21195;8
518777/8663;21259;8
410063/5865;21371;8
168146/6270;21371;8
993440/8172;21371;8
281573/1027;21371;8
741967/5077;21403;8
347961/7226;21403;8
503656/4592;21435;8
289400/7302;21435;8
446327/9092;21611;8
484807/9400;21643;8
192356/6440;21643;8
985334/7604;21675;8
390353/1109;21771;8
400043/3952;21851;8
177144/9901;21851;8
831126/6382;21851;8
807216/1406;21883;8
737424/5019;21911;8
417231/6088;21911;8
700005/4354;20501;8
387471/6777;20509;8
250577/7269;20533;8
255022/2837;20533;8
395344/8894;20561;8
932344/3112;20593;8
581579/5272;20593;8
753033/3277;20597;8
736292/6555;20609;8
376083/4126;20621;8
623544/6989;20621;8
515290/3511;20625;8
342645/6383;20661;8
707570/4938;20681;8
411989/1504;20681;8
967465/6210;20681;8
326288/4003;20713;8
223016/8349;20713;8
681523/8634;20717;8
155671/8728;20741;8
408071/6372;20741;8
330972/8679;20745;8
168152/2016;20753;8
441640/3825;20801;8
333569/9625;20801;8
639861/6081;20801;8
305538/3706;20805;8
264639/7919;20805;8
912168/8287;20805;8
459214/3520;20833;8
291433/2989;20833;8
994467/5130;20833;8
519915/4021;20841;8
610813/2806;20865;8
391237/7964;20865;8
939388/6422;20865;8
484317/2964;20873;8
813778/5438;20893;8
679576/4860;20893;8
998711/6739;20897;8
748915/9610;20901;8
596294/4294;20921;8
130157/8440;20921;8
763914/4161;20921;8
513308/6564;20925;8
564675/8586;20925;8
860587/6775;20953;8
268460/4376;20981;8
225867/9704;20981;8
398430/3073;20981;8
116239/9186;20981;8
414236/7486;21071;8
379747/2132;21071;8
781360/4444;21071;8
327195/7200;21079;8
340664/1412;21103;8
651023/3292;21191;8
106747/6484;21191;8
994086/3456;21191;8
980331/6908;21223;8
720192/8673;21295;8
538515/2045;21311;8
808665/9369;21351;8
819228/8484;21375;8
817451/6270;21431;8
557254/5709;21431;8
207019/9689;21439;8
752952/1256;21463;8
613885/8810;21495;8
128635/3973;21495;8
546226/4709;21503;8
367765/7389;21527;8
622542/6531;21543;8
519511/6796;21583;8
339298/3327;21583;8
832133/7286;21583;8
754917/6799;21647;8
946622/5392;21671;8
844945/8011;21703;8
322029/9554;21719;8
157312/4418;21887;8
428545/7281;21913;8
904715/2939;21917;8
915042/6243;21917;8
681618/1908;21943;8
743325/1052;21975;8
143697/5851;21975;8
754391/1398;21975;8
789990/5835;20500;8
987439/2342;20500;8
532467/4469;20502;8
500453/4031;20502;8
974286/5948;20502;8
671279/1291;20530;8
766674/5037;20536;8
109642/2239;20536;8
958267/2841;20536;8
192166/4966;20552;8
799103/3777;20552;8
995772/4713;20560;8
851140/1017;20560;8
444923/3994;20566;8
220080/4502;20566;8
898192/5961;20566;8
616948/3115;20592;8
370980/1809;20592;8
973487/3695;20594;8
133236/3458;20594;8
564501/9811;20620;8
762178/9579;20620;8
400018/9947;20622;8
704550/3414;20624;8
566667/8250;20624;8
655330/3481;20628;8
520715/5480;20650;8
129805/8326;20650;8
905243/8130;20650;8
816246/3592;20652;8
265169/9305;20652;8
450661/7992;20654;8
316355/5368;20656;8
148840/2109;20656;8
747557/8134;20658;8
637166/6429;20680;8
362237/4775;20680;8
914810/6484;20680;8
175455/8486;20682;8
659933/6884;20686;8
203941/7326;20710;8
481029/8838;20712;8
988629/2392;20714;8
528012/5592;20716;8
329946/6257;20720;8
875230/9692;20740;8
535727/2968;20740;8
494941/9392;20746;8
688255/6844;20750;8
538487/4748;20770;8
150918/3429;20770;8
667657/1384;20770;8
120025/9107;20770;8
552899/7092;20770;8
216354/4187;20772;8
691370/3873;20772;8
678314/8980;20774;8
590216/9216;20800;8
487792/1421;20800;8
838836/1339;20800;8
295518/8553;20804;8
912985/2701;20830;8
513463/2571;20830;8
257770/2183;20862;8
807025/9914;20864;8
723359/8129;20864;8
417320/2132;20890;8
797797/4871;20890;8
556444/2416;20894;8
275647/5429;20920;8
205656/7028;20920;8
426587/9600;20922;8
582420/7356;20950;8
197103/9236;20950;8
601547/7862;20950;8
778380/4554;20950;8
572317/8351;20952;8
816279/2915;20954;8
846116/1613;20964;8
190167/4464;20980;8
954107/7030;20980;8
281920/4730;20984;8
540165/7620;20984;8
202457/5358;21010;8
251171/6820;21010;8
722660/7574;21017;8
160565/3836;21041;8
666360/4645;21105;8
657114/3213;21137;8
377021/8349;21137;8
679693/3630;21161;8
166095/3150;21161;8
995404/3899;21161;8
442062/8481;21161;8
710701/9885;21161;8
919319/6538;21193;8
182958/1502;21197;8
178259/3311;21221;8
927100/1774;21253;8
646214/1043;21261;8
893679/4660;21285;8
824482/9740;21297;8
450678/2481;21341;8
325428/3718;21349;8
301731/2213;21377;8
350826/4640;21401;8
561578/2943;21405;8
938547/2468;21409;8
800530/4051;21461;8
476673/8095;21461;8
991222/3063;21469;8
231899/2254;21521;8
679014/8657;21529;8
248197/6165;21553;8
911947/6710;21561;8
283933/6441;21581;8
994796/1674;21581;8
386976/8868;21585;8
238740/3676;21641;8
804947/3144;21641;8
799578/3791;21709;8
427727/8466;21761;8
273468/6244;21761;8
819112/3854;21761;8
769666/5262;21797;8
388412/2219;21821;8
302606/2350;21821;8
422393/4626;21821;8
861622/8458;21829;8
134439/6821;21881;8
964733/2193;21881;8
398202/8901;21885;8
589712/6207;21916;8
266476/8152;21918;8
781674/1651;21920;8
777259/3230;21926;8
721395/1080;21014;8
479702/2135;21014;8
946070/1201;21014;8
415441/6427;21016;8
391342/6607;21024;8
444941/9733;21040;8
395249/5888;21040;8
709251/3791;21040;8
606924/8644;21072;8
650089/7478;21072;8
848411/3662;21078;8
581605/8746;21078;8
960523/3068;21080;8
504933/2952;21090;8
574510/9574;21100;8
297187/8932;21100;8
630218/6804;21100;8
285988/3728;21100;8
595974/1287;21100;8
317913/3843;21104;8
735116/7572;21110;8
929946/4682;21118;8
298062/3189;21132;8
545712/3649;21132;8
699223/5355;21140;8
918767/5445;21140;8
976685/3829;21160;8
628806/8690;21160;8
957998/1286;21166;8
292294/3252;21170;8
803007/3590;21190;8
465030/3496;21190;8
228488/9245;21192;8
887042/1386;21196;8
573755/7629;21220;8
169409/8177;21220;8
997148/1538;21220;8
732226/4506;21222;8
419954/8242;21224;8
647170/5813;21226;8
757061/6828;21228;8
594827/9921;21230;8
275618/8799;21250;8
244168/7090;21250;8
397459/3134;21250;8
919708/7664;21250;8
353921/2180;21258;8
517398/5913;21280;8
379777/3815;21280;8
927338/6790;21280;8
317961/1260;21282;8
377742/7793;21282;8
753391/1902;21286;8
271256/6462;21292;8
387269/4282;21310;8
698635/3130;21312;8
438603/1221;21312;8
871124/5766;21312;8
778745/5336;21314;8
737553/2148;21316;8
219448/9151;21316;8
734226/2603;21320;8
789112/9898;21320;8
756612/9287;21340;8
756284/1406;21342;8
900255/5298;21342;8
397277/9365;21344;8
550444/9444;21344;8
469279/2582;21370;8
517211/1955;21376;8
380919/8665;21376;8
963887/4423;21376;8
585635/9101;21402;8
769534/4812;21404;8
816499/4545;21406;8
522899/1447;21406;8
650556/7787;21408;8
303247/3662;21434;8
119240/9870;21434;8
440598/8261;21434;8
598444/7787;21436;8
661811/2635;21460;8
572756/6961;21460;8
465746/7242;21462;8
252084/9390;21462;8
983073/3978;21462;8
932689/5496;21464;8
178767/2383;21490;8
584603/4495;21492;8
965640/6957;21494;8
607959/3829;21496;8
827670/4750;21514;8
795809/6408;21520;8
586893/8861;21520;8
923065/2430;21520;8
275368/1425;21522;8
565151/9976;21534;8
792793/5773;21550;8
311536/1838;21550;8
883554/3328;21550;8
409582/7747;21552;8
915813/5057;21554;8
251897/3167;21554;8
988805/6012;21554;8
482533/6438;21558;8
881224/2327;21580;8
679091/2507;21582;8
472224/3930;21582;8
119179/7305;21584;8
588190/5238;21610;8
216509/5668;21610;8
595314/5591;21610;8
792469/4586;21612;8
774972/8311;21612;8
945228/6354;21612;8
765040/6119;21616;8
364176/4615;21616;8
772351/3075;21626;8
855664/6971;21640;8
214010/3785;21640;8
884038/4076;21640;8
177788/2286;21640;8
229548/9753;21640;8
605462/6700;21670;8
587990/6259;21670;8
619916/8582;21670;8
551801/2857;21670;8
540422/5432;21672;8
